Anzahl_Slots,Max_Domains,Max_Events,Mean_Cosine_Prev_Pseudonym,Avg_Utility_ThirdParty,Total_Resets,Total_Segments,kNN_Accuracy_k1,kNN_Accuracy_k3,kNN_Accuracy_k5,kNN_Accuracy_k10,kNN_Accuracy_k20,Utility_Score,Privacy_Score_k1,Privacy_Score_k3,Privacy_Score_k5,Privacy_Score_k10,Privacy_Score_k20,Privacy_Score_Avg,Pareto_Member,Chord_Distance,Plateau_Member
20,45,450,0.7380238803215894,101.95669239708138,1647078,1647078,0.0248452107307607,0.0525724950488076,0.078250088945393,0.1171444218185174,0.2004470947945391,0.5523184940089186,0.6802222112173586,0.6651083318552191,0.6185115096024849,0.6083156123960064,0.5198157998063364,0.6183946929754811,False,-1.0,False
25,45,100,0.7336250897115149,100.3383786147942,1673643,1673643,0.0251863748720605,0.0528511755493853,0.0785053921296238,0.1172908439852465,0.200242823589021,0.5468217287919924,0.6856208184794619,0.6725609341745395,0.6266163824015512,0.6172543005442249,0.5301292158683422,0.6264363302936239,False,-1.0,False
20,45,300,0.7377420928836245,101.90441240276397,1647923,1647923,0.0248967943283757,0.0526869277265988,0.0783659187959631,0.1173070586429099,0.2006932362737822,0.5521420873422229,0.6802004186266586,0.6648354726906194,0.6184413356908528,0.6081777255504808,0.5195933418029918,0.6182496588723205,False,-1.0,False
20,45,200,0.7373906985395227,101.81457908046492,1649377,1649377,0.0250070178012667,0.0528538957436656,0.0785496584467953,0.1175049730898393,0.2009164672479366,0.5518387862912356,0.6796056633848668,0.6643066865253189,0.6181209955262947,0.6080284796015141,0.5196011238710181,0.6179325897818024,False,-1.0,False
20,45,150,0.7364109824686613,101.67698589678308,1651609,1651609,0.0251445711424435,0.052969558775715,0.0787377642044818,0.1177784814686769,0.2012165106874568,0.5513737943185406,0.6800467029779069,0.6655502185980893,0.6191485476657854,0.6089025401494237,0.5207209812519062,0.6188737981286223,False,-1.0,False
25,45,50,0.726672488876251,98.84761113766449,1698884,1698884,0.0262201539363488,0.0544133678344136,0.0801914668688386,0.1193589438713885,0.2023016285985388,0.5416900446655047,0.6880380712672022,0.6756263514623359,0.6318278082213914,0.6228677132273776,0.5383164046354341,0.6313352697627482,False,-1.0,False
35,5,150,0.6369891332155014,26.92508511360827,6236958,6236958,0.048667635728828,0.0840489867015298,0.1077262344880308,0.1497340530431662,0.216146076340421,0.00015875250900156297,0.606531998684131,0.6414885448558089,0.6647721871673176,0.6781318050578082,0.6872344287155399,0.6556317928961211,False,-1.0,True
25,45,150,0.7351891022748388,100.698479544367,1667658,1667658,0.0248258335941781,0.0523836422096137,0.0780129978688676,0.1167007863722657,0.199635656711388,0.5480513865658962,0.6866597826989953,0.6727733659666755,0.6261141863141433,0.6165702615252566,0.5287781655229251,0.6261791524055992,False,-1.0,False
25,45,200,0.735974426946903,100.84651485398238,1665210,1665210,0.0246947832405522,0.0521760018255955,0.0777979954480215,0.116493415244924,0.1993772557215005,0.5485557938818061,0.6865633428053242,0.67266936720075,0.6256710093402678,0.6158146047498021,0.5279414570162438,0.6257319562224776,False,-1.0,False
25,45,300,0.7364380880197984,100.92573004556156,1663903,1663903,0.024589173767942,0.0519561536940554,0.0775736325975733,0.1161966773303491,0.1990620847489306,0.548825446210255,0.6868555808633681,0.6733634874059362,0.6259865757488101,0.6161765377150102,0.5280014373995592,0.6260767238265368,False,-1.0,False
25,45,450,0.7366603300623065,100.98198951758776,1662976,1662976,0.024552368765394,0.051894314770628,0.0774978111530172,0.1161225417564655,0.1989631840748152,0.5490168459146836,0.6868248086324787,0.6733579673208253,0.6259498962005188,0.6160343216857376,0.5278524638463872,0.6260038915371895,False,-1.0,False
